kor_full,no,year
"자기주도적 학습능력 촉진을 위한 학업성취도 분석 기반의 수행평가 시스템 구현 자기주도적 학습, 루브릭, 기술적분석, 이동평균 본 논문은 프로그래밍 교과의 수행평가 시스템에서 자기주도적 학습능력 촉진을 위하여 학업성취도를 분석 및 예측하는 기능 구현을 목적으로 하였다. 본 논문에서는 구현한 수행평가 시스템은 우선 루브릭을 적용하여 프로그래밍 수행평가의 채점을 논리력, 문제해결력, 창의력으로 단순한 점수가 아닌 이원분류를 통해 고차원적인 인지능력에 대한 항목별 근거의 제공을 가능하게 하였다. 또한 학업성취도를 단순히 보여주는 것이 아니라 분석하여 학생별 학업성취도를 측정 준거 별로 분석할 수 있도록 그래프로 표현하였다. 나아가 학업성취도에 이동평균법을 적용하여 향후 점수를 예측할 수 있게 하였다. 이로 인해 학생은 평가 결과 그래프로 현재 자신의 학습상태를 파악하고 앞으로의 학업상태를 보다 정확하게 예측함으로써 자신의 학습 준거 별 장·단점을 분석하여 학습 방향 및 학습시간에 대한 자기 성찰에 도움을 주어 자기주도적 학습능력을 촉진시킬 수 있도록 하였다. 교사에게는 학업상태에 따라 완전학습을 추구하기 위하여 학생들에게 제공될 수 있는 교육적 방법을 차등 지원함으로써 교육의 효과를 최대화 할 수 있다.",465.0,2009.0
"이러닝체계에 대한 공군 교육생의 인식 분석 이러닝체계, 공군 공군 이러닝체계 구축을 위해 공군 교육체계에 대한 선행 연구 자료 분석과 함께 공군 교육생들을 대상으로 한 설문조사를 실시하였다. 설문조사 결과 3,597명이 응답하였고, 그 결과 공군 교육생 대부분이 이러닝에 대한 경험이나 인식은 부족하나, 기회가 주어진다면 이러닝 강좌를 수강하기를 원하고 있었다. 또한, 기존의 학습 포털 시스템에 대한 기능 개선에 대한 요구가 많았고, 집합교육보다는 개별교육을, 제한된 컴퓨터실보다는 자유 공간에서 학습하기를 원하였다. 이러한 연구 결과를 토대로 공군 이러닝체계 구축에 필요한 요소를 크게 콘텐츠, 교관, 교육생, 서비스 등 4가지로 구분하고, 이에 대한 구체적인 개선방안을 제안하였다.",466.0,2009.0
"사이버가정학습을 활용한 e-PBL 기반 정보통신교육 지도 방안 이러닝, 사이버가정학습, 문제중심학습, 자기주도적학습, 자기주도적 학습을 통하여 학습효과를 극대화하고자 하는 교육현장에서는 컴퓨터 기능 습득을 중점으로 이루어지는 기존의 정보통신기술교육의 한계점을 인식하고 학습자 중심의 변화된 교육환경을 요구하고 있지만, 일선의 교육현장에서는 여전히 컴퓨터 기능 습득만을 컴퓨터교육내용의 전부로 인식하고 있다. 본 논문은 ‘울산 사이버가정학습’을 활용하여 학습자 중심의 'e-PBL환경'을 구축하고 효과적인 컴퓨터교과 지도방안을 설계한다. '울산 사이버가정학습’을 웹 환경으로 구축하고, 정보통신기술교육 교재 ‘우리 생활과 정보’의 각 단원을 재구성하여 학습자 중심의 효과적인 지도방안을 연구한다.",467.0,2009.0
"사이버가정학습 사용자 만족도 향상 방안 연구 사이버가정학습, 사용자 만족도 본 연구는 사이버가정학습에 대하여 사용자 실태를 조사하고 사용자 만족도 향상 방안을 도출하고자 실시하였다. 이를 위해 D지역 지방 교육청 산하의 사이버가정학습에서 학습하고 있는 학습자 7,911명, 사이버가정학습에 참여하는 교사 582명을 대상으로 온라인 설문조사를 실시하고 이를 기반으로 사이버가정학습 사용자 만족도 향상 방안을 도출하였다. 연구 결과 사이버학습과 학교교육의 접목, 다양한 학습 형태 개발, 단위학교 학습 확대 실시, 콘텐츠의 질적 향상, 사이버가정학습 기능 개선, 다양한 서비스 강화, 사용자에 대한 인센티브 강화, 교사 연수 강화, 학부모에게 다양한 정보 제공을 사이버가정학습 사용자 만족도 향상 방안으로 제시하였다.",468.0,2009.0
"웹2.0 기반 온라인 로봇교육 커뮤니티의 개발 웹2.0, 온라인 커뮤니티, 로봇교육 인터넷은 지식정보화 사회의 새로운 커뮤니케이션 도구가 되면서 사람들 간의 정보 교류와 의사소통의 장으로 확장되고 있다. 최근 로봇교육기관들도 인터넷을 이용한 각자의 홈페이지들을 구축, 운영하면서 다양한 로봇관련 자료들을 제공하고 있다. 그러나 로봇교육기관 홈페이지들은 대부분 제한적인 검색기능과 일반적인 자료만 제공하고 있어 사용자들을 위한 유용한 로봇교육정보들과 교육활동들을 공유할 수 있는 기능은 미흡한 실정이다. 이에 로봇교육교사들과 사용자들을 위한 로봇교육소식제공, 로봇학습기능, 다양한 로봇교육경험의 공유, 실시간 정보교류를 할 수 있는 온라인 로봇교육 커뮤니티 시스템을 연구하였다.",469.0,2009.0
"디지털교과서 활용이 문제해결력 향상에 미치는 효과 디지털교과서, 문제해결력 문제해결력은 21세기를 성공적으로 살아가기 위해 요구되는 역량(21st Century Skills) 또는 생애 능력(Life Competency) 중 핵심 역량이며, 2009년부터 적용되는 개정교육과정에서도 화두로 등장하고 있다. 본 연구에서는 첨단 디지털 사회에서 대안 교과서로 제안되고 있는 디지털교과서의 영향력을 학습자의 문제해결력 측면에서 확인하고자 하였다. 본 연구는 디지털교과서 사용과 문제해결력 신장 수업 경험이 학습자의 문제해결력에 유의미한 차이를 나타내는지 규명하는 것을 목적으로 한다. 이를 위해 관련 선행 연구 고찰을 바탕으로 디지털교과서와 문제해결력 신장 수업을 독립변수로 선정하고 두 개의 독립 변수간의 상호작용 효과가 있는지 판단하고자 이원 분산분석과 학생 면담을 실시하였다. 초등학교 5학년 4개 학급을 대상으로 통제집단 사전사후 검사를 실시한 결과, 디지털교과서를 사용한 집단이 사용하지 않은 집단보다 문제해결력이 신장된 것으로 나타났다. 그리고 문제해결력 신장 수업을 처치한 것이 처치하지 않은 것보다 학생들의 문제해결력에 긍정적인 영향을 미치는 것으로 나타났다. 또한 디지털교과서 사용과 문제해결력 신장 수업 간에는 상호작용 효과가 있는 것으로 나타나 디지털교과서를 활용한 교수 설계에서 교사들의 교수행위에 대한 고려가 요구됨을 확인하였다.",470.0,2009.0
"인터넷 중독 예방 및 개입 프로그램의 효과에 대한 메타분석 인터넷 중독, 상담 프로그램, 메타분석 본 연구는 초중고 학생을 대상으로 실시한 인터넷 중독 프로그램의 효과를 검증한 연구들의 효과를 메타분석한 것이다. 주제어 ‘인터넷’, ‘중독’, ‘상담’, ‘프로그램’의 결합으로 국가전자도서관, 한국교육학술정보원, 국회도서관 등의 홈페이지에서 인터넷 검색을 하여, 메타분석에 적합한 54 편의 연구를 선정하였다. 메타분석결과는 다음과 같다. 첫째, 54편의 연구의 평균 효과크기는 1.89 였으며, 전체적으로 인터넷 중독 프로그램은 청소년의 인터넷중독 개선에 큰 효과가 있었다. 둘째, 이론적 배경에 따른 효과크기는 ‘심리교육’을 제외한 모든 집단상담 프로그램은 1.26이상이었다. 셋째, 실험대상인 초등학생, 중학생, 고등학생 집단간 효과크기의 차이는 없었다. 넷째, 총회기수에 따른 효과크기는 7회기 이상일 때 만족할만한 효과를 얻는 것으로 분석되었다. 다섯째, 실험집단원수가 14명이하일 때 만족할만한 효과크기를 얻는 것으로 분석되었다.",471.0,2009.0
"IPTV 교육용 콘텐츠 개발을 위한 탐색적 연구 IPTV, 교육용 콘텐츠 개발, 교육용 콘텐츠 분류, 교육용 콘텐츠 융합미디어로서 IPTV는 다채널, 고화질, 양방향서비스 등 다양한 콘텐츠와 상호작용성, 다양성, 편리성 등의 기능적 속성을 가지는 매체로 인식되고 있다. 그러나 IPTV 활성화의 핵심요소라 할 수 있는 교육용 콘텐츠 개발 계획이나 관리 방안이 수립되지 않아 기존의 방송이나 e-러닝과의 차별화가 이루어지지 않고 있으며 그 교육적 활용에 관한 논의는 아직 부족한 실정이다. 이에 본 연구는 첫째, 교육용 콘텐츠의 개념을 정립하고 IPTV 교육용 콘텐츠의 특성을 규명했다. 둘째, IPTV 콘텐츠의 효율적 활용을 위한 콘텐츠 유형 및 관리 전략을 제시하였다. 셋째, 규명된 콘텐츠의 유형과 특성을 적절하게 반영하고 교육적 효과성을 보장해줄 수 있는 콘텐츠의 개발 전략 및 원칙을 수립하였다.",472.0,2009.0
"사회과 사이버가정학습이 사회과 학업성취도와 학습태도에 미치는 영향 사이버가정학습, 학업성취도, 학습태도, 만족도, 사회과 학습 사이버교육의 필요성이 대두되면서 초․중등학교에 사이버가정학습 시스템이 도입 활용되고 있다. 본 연구에서는 사회과 사이버가정학습이 사회과 학업성취도와 학습태도에 어떤 영향을 미치는지, 학생들의 만족도는 어떠한가를 밝히고 이를 바탕으로 사회과 사이버가정학습을 위한 제언을 하고자 한다. 이 목적을 위하여 초등학교 5학년 54명(실험집단 27명, 통제집단 27명)을 대상으로 사회과 사이버가정학습을 활용한 실험집단과 전통적인 수업을 한 통제집단을 비교하였다. 연구결과 사이버가정학습 활용이 학생들의 학업성취도와 학습태도 향상에 긍정적인 영향을 주었으며, 사회과 사이버가정학습에 대한 학생들의 만족도도 비교적 높게 나타났다. 연구결과를 바탕으로 한 제언은 첫째, 학생들이 사회과 사이버가정학습에 참여할 수 있도록 동기전략과 자신감을 향상시킬 수 있는 전략이 필요하다. 둘째, 사회과 사이버가정학습에 의미 있는 사고활동, 문제해결활동을 통합시켜야 한다. 셋째, 의미 있는 사회과 학습이 되기 위해서 학생들의 상호교류를 통하여 의사소통과 사고를 촉진시킬 수 있는 환경을 조성해야한다. 넷째, 교사가 관리자, 촉진자의 역할을 잘 수행할 수 있도록 지원방안이 이루어져야한다.",473.0,2009.0
"r-Learning에서의 로봇보조학습 로봇보조학습, r-Learning, 로봇, 합성현실, 텔레프리젠스 최근 지능형 교육서비스로봇을 이용한 교육적 효과가 입증되면서, 유치원에 상용화가 시작되었으며, 2010년에는 초등학교 방과후 학교 영어수업을 위한 기술 개발과 필드 적용 연구가 진행되어 로봇보조학습, 즉 서비스로봇에 의한 r-Learning 패러다임의 본격적인 도래를 예고하고 있다. 이에 본 연구에서는 교육용 로봇의 개념과 종류를 정의하고, 관련 연구 동향을 살펴보았다. 또한 서비스 로봇에 의한 로봇보조학습으로서의 r-Learning의 특성을 살펴보고, u-Learning과의 차별성을 분석하였다. 그리고 로봇보조학습의 콘텐츠와 서비스에 대해 정의하였으며, 로봇보조학습 서비스 모델과 서비스 현황을 살펴보고 관람 진화적인 측면을 비교하였다. 마지막으로 빠르게 성장하고 있는 로봇보조학습 서비스 시장을 위하여 교육 및 연구기관, 정부기관, 로봇산업체가 준비해야할 사항들을 제언하였다.",474.0,2009.0
"초등학생의 자기주도 학습력 향상을 위한 블로그 시스템의 활용 자기주도력 학습, 블로그 시스템, 웹 2.0 이 연구에서는 자기주도적 학습력 신장을 위한 교육용 블로그 커뮤니티를 구현하여 적용한 뒤 그 효과성을 살펴보았다. 블로그 커뮤니티를 활용한 수업을 한 후 자기주도적 학습력 검사지를 통해 그 효과성을 분석하였다. 그 결과 이 연구에서 설계 및 개발한 블로그를 활용한 학습이 일반 학급홈페이지를 활용한 학습보다 학습자의 자기주도적 학습력 신장에 유의한 차이를 나타내었다. 그리고 하위 척도별 검사 결과를 보았을 때 인지조절에서는 유의한 차이가 없었으나 동기조절, 행동조절 등의 척도에서 특히 유의한 차이가 나타났다. 따라서 블로그 커뮤니티를 활용한 학습 및 학급경영이 자기주도적 학습력 신장에 효과적이며, 특히 학습자의 동기 및 행동에 영향을 미쳐 학습자 주도형 수업 및 학급 커뮤니티를 개발하는데 큰 도움을 주리라 기대된다.",475.0,2009.0
"초등학교 컴퓨터교육에서 언플러그드 학습 방법을 활용한 정보표현 영역 교수.학습에 관한 연구 언플러그드, 정보표현, 교수학습, 정보교육 현재 우리나라 컴퓨터 교육과정의 성격과 목표 중 가장 강조하는 부분은 정보소양 능력과 문제해결 능력을 배양하여 미래사회를 선도할 수 있는 능력을 키우는 것이다. 그러나 현행의 컴퓨터교육은 응용 프로그램 활용 교육에만 초점이 맞추어져 있어 이 목표를 달성하지 못하고 있으며 문제해결 능력과 논리적 사고력을 높이기 위해 컴퓨터과학 교육에 대한 중요성이 커지고 있다. 이에 본 연구에서는 언플러그드 학습 방법을 컴퓨터과학 영역 중의 정보표현 영역에 적용하였다. 그 결과 언플러그드 학습 방법이 강의식 학습 방법에 비해 학업성취도가 통계적으로 유의한 차이를 보이며 높게 나타났다. 또한 정의적 영역에서도 강의식 학습 방법에 비해 긍정적으로 나타났다.",476.0,2009.0
"온라인 게임 개발 프로젝트 학습을 통한 초등학생들의 게임 중독 개선 연구 게임중독개선, 온라인 게임 개발 프로젝트, 근거 이론, EPL 본 연구에서는 게임중독 문제를 가진 학생들에게 게임 프로그래밍 교육을 투입하여 게임중독증을 개선하고자 하였다. 우선 현재 학생들이 좋아하는 게임을 분석하고, 게임 프로그래밍 툴에서 정보교육과 관련된 요소를 추출하였다. 추출된 요소들을 바탕으로 실제적인 교수학습지도안을 구성하였다. 게임 프로그래밍 개발 프로젝트를 학생들에게 1년간 적용 후 도출된 결과는 다음과 같다. 첫째, 게임중독 척도검사를 사전․사후 T검정한 결과 학생들의 게임중독 성향이 낮아짐을 확인하였다. 둘째, 근거이론에 따른 분석 결과, 게임 프로그래밍을 위한 노력이 게임이용 시간을 감소시키고 통제력을 형성하여 일상 기능을 회복하게 하는 긍정적 결과를 가져왔다. 결론적으로 게임 프로그래밍 개발 프로젝트는 학생들의 게임중독증을 개선시키는데 많은 도움을 줄 수 있었다.",477.0,2009.0
"초등 ICT교육과 중등 컴퓨터교육 연계성에 대한 교사들의 의식 분석 및 개선방안 제안 컴퓨터교육, ICT교육, 연계성, 교육과정 개정된 초․중등학교 정보통신기술(ICT)교육 운영지침과 컴퓨터교육과정 개정 내용은 컴퓨터과학 원리를 강조하였지만 학문의 연계성, 학생의 발달 단계 등을 고려한 교육이 진행될 수 있을지 의문이다. 본 논문에서는 초․중등에서의 ICT교육 실태와 만족도, ICT교육과 컴퓨터교육의 관계성, 초․중등 컴퓨터교육 연계성 측면을 조사․분석하고 초․중등 컴퓨터교육과정에서의 연계성 결여라는 문제를 보완할 수 있는 방안을 제안한다. 본 연구의 결과로는 초등교사가 ICT교육의 기회는 많으나, 이를 컴퓨터교육과 연결하여 생각하지 않고 있었고, ICT교육에 대한 만족도가 높은 교사일수록 ICT교육과 컴퓨터교육이 서로 영향을 미치고 초․중등 컴퓨터교육의 연계성을 중요하게 생각하고 있었다. 결국 이를 보완하기 위한 교사 연수 정책이 요구된다.",478.0,2009.0
"효율적인 e-PBL 교수학습을 위한 e-PAS 시스템 개발 및 적용 PBL, e-러닝, 자기주도적 학습, 멘토링 정보통신기술의 급격한 발달은 새로운 정보와 지식의 양을 급속하게 증가시켜 지식기반사회로의 체제를 굳건히 만들고 있다. 지식기반사회에서 전통적 교수-학습 방법은 더 이상 학습자의 문제해결에 도움을 주기 어렵다. 이런 이유 때문에 전통적 교수-학습 방법을 대신할 수 있는 지식기반사회의 적합한 수업모형인 문제중심학습이 대두되고 있다. 본 논문에서는 e-러닝과 PBL(문제기반학습)을 결합시킨 수업모형인 온라인 기반의 e-PBL을 제안한다. 이는 전통적인 교수-학습 방법의 문제점을 극복할 수 있다. 따라서 본 논문에서는 초등학교 정보소양교육 분야에서 활용할 수 있는 e-PBL 수업모형, 수업문제를 개발하고 이를 실제 교육현장에 적용하여 타당성과 효과성을 검증하였다. 또한 e-PBL을 지원하기 위한 e-PAS 시스템을 구축하여 학업성취도 및 자기주도적 학습능력을 향상시키고 학습만족도를 신장시켰다.",479.0,2009.0
"두리틀을 이용한 프로그래밍 수업이 창의성, 문제해결력, 프로그래밍 흥미도 향상에 미치는 영향 창의성, 문제해결력, 프로그래밍, 프로그래밍 흥미도, 두리틀 초등학교에서 실시하고 있는 컴퓨터 재량활동 수업 시간을 활용하여 5학년을 대상으로 아동의 문제해결력과 창의성 향상에 도움이 되는 두리틀을 이용한 프로그래밍 수업을 실시하였다. 이를 통해 프로그래밍 수업과 아동의 문제해결력과 창의성, 프로그래밍에 대한 흥미도 향상의 상관관계를 연구함으로써 컴퓨터 교육을 개선할 수 있는 방향을 모색하였다.",480.0,2009.0
"교육정보화를 통한 학부모 학교교육 참여 촉진방안 연구 정보통신기술활용 교육, 학부모 학교교육 참여, 사이버가정학습서비스, 나이스, 단문메세지서비스 본 연구에서는 학생의 교육적 성장에 영향을 미치는 요인인 학부모들을 교육정보화를 통해서 학교교육에 참여 시킬 수 있는 바람직한 방안을 모색하고자 한다. 본 연구에 대한 질적 연구가 전무한 상태라 연구방법은 근저이론을 토대로 하였다. 현재 학교현장에서 시행되고 있는 사이버가정학습 서비스와 교육행정시스템인 나이스 통해 사례분석, 심층면담 및 내용(문서) 분석을 하여 학부모의 학교교육 참여사례를 보다 체계적인 분석과 해석 과정을 반복하여 분석하였다. 사례 분석 대상은 2007년 교육정보화 우수학교 1개교, 사이버가정학습 우수운영사례학교 10개교, 연구학교 2개교와 나이스연구학교 7개교를 대상으로 이들 학교에서 나타나는 내부적 실제들과 학교 현장을 총체적이고 심층적으로 분석하여 교육정보화를 통해 학부모의 학교교육 참여 방안을 살펴보았다. 현재 학부모들은 사이버가정학습 서비스나 나이스를 통해서 학생들의 학습 상황점검 및 의사소통이 이루어지고 있었으며, 사이버 대화 창구를 통해 전인교육프로그램으로 정착하는데 안정적 기여를 하고 있었다. 또한 SMS서비스는 교사와 학부모간의 의사소통을 용이하게 하여 시공간을 초월한 의사소통 경로 확보와 함께 교사와 학부모간의 신뢰를 구축시키는데 기여도가 큼을 알 수 있었다.",481.0,2009.0
"초등학생의 e-러닝 학습전략 요인 분석 e-러닝, 학습전략 요인 이 연구는 e-러닝 효과성에 영향을 미치는 변인인 학습전략의 요인을 분석함으로써, 초등학생에게 효과적인 e-러닝 학습전략의 구조 변인을 규명하고자 수행되었다. 이 연구의 대상은 기존에 e-러닝 수강 경험이 있거나 현재 e-러닝을 수강하는 수도권 소재 초등학생들이며, 면대면 학습 상황과 e-러닝 학습상황의 학습전략과 관련된 선행 연구를 분석하고 학습전략 검사 도구를 분석하여 e-러닝 환경에서 초등학생이 사용하는 학습전략 요인을 분석하였다. 연구 결과에 따르면, 초등학생의 e-러닝 학습전략은 학습활동전략, 학습태도전략, 자원활용전략, 계획전략, 과부하관리전략의 다섯 가지로 규명되었으며, 각 전략은 제시한 순서대로 설명력을 갖는 것으로 나타났다.",482.0,2009.0
"온라인학습커뮤니티를 활용한 교사교육: 미국의 사례 분석에 기초한 성공 요인 온라인학습커뮤니티, 교사교육 정보화가 빠르게 진행되고 인터넷 사용이 일상화되면서 기존의 교육체제를 보완하고 강화할 수 있는 방안으로 온라인교육에 대한 관심이 고조되어 왔다. 특히 미국 등 선진국에서는 교사교육을 위해 온라인학습커뮤니티를 성공적으로 활용하는 추세가 나타나고 있다. 본 연구는 온라인학습커뮤니티를 교사교육에 적극 활용하고 있는 미국의 우수 사례들에 대한 분석을 통해서, 온라인학습커뮤니티의 구축 및 운영에 대한 경험을 소개하고 성공 요인들을 제시하였다. 미국의 다양한 사례들 중에서 대학이나 연구기관과 연계되어 온라인학습커뮤니티를 구축하여 운영한 다섯 가지의 우수 사례들을 선정하여 비교 분석하였다. 사례분석을 통하여 교사교육을 위해 온라인학습커뮤니티를 구축하여 운영하는데 고려해야 할 핵심 요인들로 ‘특성화 및 운영 목적과 대상 명시’, ‘활동을 통한 지식 구성 기회 제공’, ‘개인별 활동과 공동 활동의 지원’, ‘기관 간 협력과 현장교사 교수들의 멘토링 제공’, ‘학교 현장과의 연계 및 이론과 실천의 연계’ 등과 같은 10가지 요인들을 제안하였다.",483.0,2009.0
"LED 디스플레이 키트를 활용한 프로그래밍 학습 시스템의 개발 및 적용 프로그래밍학습 시스템, LED 디스플레이 키트 본 논문은 어린 학생들을 위한 새로운 프로그래밍 학습시스템을 소개한다. 프로그래밍 학습시스템은 LED디스플레이키트와 웹플로우챠트로 구성되어진다. LED디스플레이키트는 플로우챠트 프로그래밍에서 작성된 알고리즘의 명령들을 실행할 때 만들어지는 다양한 모양을 표시하는 출력장치로 사용되어진다. 웹플로우챠트 시스템에서는 수식 계산을 위해 심볼 변수를 사용하며 학습자가 드래그 앤 드롭 방식으로 플로우챠트를 작성하여 다양한 모양과 애니메이션을 출력할 수 있도록 해준다. 본 학습시스템을 활용하여 2005년 2학기부터 2009년 1학기 동안 다양한 학습자 그룹에 대해 프로그래밍 수업을 적용하였으며 수업한 내용과 분석한 결과를 제시한다. 프로그래밍 수업 대상자는 초등학생, 영재교육원 학생, 대학생 및 교사이다. 수업에서 실시한 설문조사에서 학습자의 반응은 매우 긍정적이었다.",484.0,2010.0
"게임식 로봇교육을 통한 초등학생의 논리적 사고력 변화 로봇교육, 논리적사고력, 게임 본 연구는 초등학교 수준에서의 게임식 로봇교육프로그램을 개발하고 적용하여 논리적 사고력의 변화 비교를 통하여 교육적 효과를 검증 하였다. 이를 위해 경남 남해군 S초등학교 6학년 남학생 12명을 실험집단으로 선정하고 개발된 게임식 로봇교육프로그램 32차시를 적용하여 사전 사후 논리적 사고력검사 결과를 분석 하였다. 본 연구에서 게임식 로봇교육프로그램을 적용한 결과 실험집단의 논리적사고력 변화 결과는 통계적으로 유의미한 차이가 나타났다. 이는 게임 로봇교육프로그램이 논리적 사고력에 긍정적인 효과가 있음을 의미하며 게임식 로봇교육이 학생들의 논리 및 사고력향상에 긍정적인 교육적 효과가 있으며 학생들의 로봇교육에 대한 흥미와 관심을 높이는데 영향을 끼칠 수 있음을 알 수 있었다",485.0,2010.0
"개별화 수업체제를 활용한 학급단위 학습지원시스템의 설계 및 구현 개별화수업체제, 형성평가 현재 학교의 학습 과정에서 학습자 간 학습 능력의 차이를 해결하기 위해 교육과정에서는 개별 학습과 수준별 학습을 권장한다. 그러나 교사가 단위 수업 시간 안에 수준별 개별학습을 진행하기에는 어려움이 따른다. 본 연구에서는 이에 대한 대안으로 Keller의 개별화수업체제 이론을 활용한 온라인 환경의 학습지원시스템을 개발하였다. 본 시스템은 학급 단위의 학습지원시스템으로, 수시로 실시되는 형성평가를 위해 실용성에 중심을 두었다. 학습자는 교실의 제한된 상황에서 벗어나 자신의 속도에 맞게 학습할 수 있으며, 반복 학습을 통해 궁극적으로 완전학습 도달이 가능하도록 한다. 또한 온라인 학습의 중요한 요소인 자기주도적 참여를 위하여 학습 동기를 높일 수 있는 제도들을 적용하였다. 본 시스템을 개발하여 적용한 결과, 교사는 형성평가를 실시하는 데 드는 시간과 노력을 절약할 수 있었고, 학생들은 자신의 상황에 맞는 유동적 학습과 반복 학습을 통해 목표 도달의 성취감을 경험할 수 있었다.",486.0,2010.0
"초등학생들의 창의력과 논리력 향상을 위한 프로그래밍 언어 교수전략에 관한 연구 프로그래밍 언어 교육, 창의성, 논리성. 초등학교 교육에서는 창의성과 논리력 향상을 강조하고 있고, 이를 위한 많은 연구가 진행되었지만, 컴퓨터 프로그래밍 교육에서 교수 전략이 매우 부족하다. 이에 본 연구에서는 창의력과 논리력 향상을 위한 프로그래밍 언어 교수 전략을 개발한다. 본 연구에서 개발한 교수 전략은 입출력의 원리, 효율성의 원리, 일반화의 원리, 단순화의 원리, 추상화의 원리를 만들었다. 이 5개의 원리들을 초등학교 현장 전문가 20명에게 심층면접으로 검증하였다. 초등학교 교사들이 본 연구의 결과를 이용하면 프로그래밍 언어 교육에 많이 기여할 것이다.",487.0,2010.0
"초등 방과후학교 교구로봇 시범사업 현황 분석 로봇교육, 교구로봇, 방과후학교, 창의력 지식경제부에서는 학교교육의 다양성 확대를 지원하고 체계적인 로봇교육 방안을 마련하고자, 초등학교 68개교를 대상으로 교구로봇과 교사 연수 등 교사의 로봇활용 지원체제를 구축한 후 교구로봇 시범교육사업을 실시하였다. 따라서 본 논문에서는 초등 방과후학교의 교구로봇 시범교육사업에 대한 현황을 분석하여, 향후 교구로봇 확대사업에 대한 기초 자료 분석결과를 제공하고자 한다. 이를 위하여 시범교육사업 대상학교의 교육 개설 현황, 교구 및 교재 이용, 교․강사 현황과 학생만족도 등을 조사하였다. 그 결과 대부분의 초등학교에서 학생들의 창의력 향상, 로봇에 대한 관심 증대 등의 효과가 있는 것으로 나타났으며, 적극적으로 수업에 참여하고 높은 집중 정도를 나타내는 것으로 분석되었다. 하지만 교재, 교구에 대한 개선 요구사항이 많은 것으로 나타나 학생들의 수준에 맞는 적절한 교재와 학생들의 다양한 활동을 이끌어 낼 수 있는 교구의 구성이 뒷받침 되어야 할 것으로 보인다.",488.0,2010.0
"페이퍼 프로토타입 기반의 응용 프로그램 개발 교육방안 연구 HCI, 디자인 모델, 페이퍼 프로토타이핑, 응용 프로그램 개발 교육 패러다임의 전환과 함께 학교교육에서 응용 프로그램 개발교육의 중요성이 부각되고 있으나 여러 현실적인 문제로 인하여 학교 현장에서의 응용 프로그램 개발교육이 제대로 이루어지지 못하고 있는 실정이다. 본 연구에서는 초등학생들이 어려워하는 프로그래밍 코딩 단계를 대신할 수 있는 방법으로 페이퍼-프로토타이핑 기법을 적용하여 아날로그 방식으로 구현할 수 있도록 하였고, 개발자 중심의 개발이 아니라 사용자가 개발에 적극 참여하는 방식의 사용자 중심디자인 모델을 기반으로 하였다. 교육의 효과를 검증하기 위하여 학습자의 응용 프로그램 개발 전후의 개념 모형을 심성모형 이론을 적용하여 측정·분석하였다. 본 연구에서 제안한 프레임워크는 학교 현장에서 응용 프로그램 개발교육에 대한 새로운 접근 방법이 될 것으로 기대한다.",489.0,2010.0
"스크래치 프로그래밍을 활용한 게임중독 치료 프로그램의 개발 게임중독 치료, EPL 프로그래밍, 스크래치 프로그래밍, 시선 돌리기 프로그램 이 연구에서는 초등학생의 게임중독 치료를 위해 스크래치 프로그래밍 치료 교육 프로그램을 제안하였다. 연구자들은 컴퓨터 게임중독 치료의 방안으로 게임중독 문제를 제공하고 있는 컴퓨터와 게임 자체에서 그 해결 방법을 찾고자 하였다. 초등학교 게임중독 고위험군을 대상으로 게임중독 치료 대안활동과 함께 EPL 교육 프로그램을 적용하였다. EPL 프로그램에 대한 효과를 분석한 결과 게임중독 치료에 긍정적인 답변을 얻었으며 휴식 시간 게임 접속 시간이 감소된 것으로 분석되었다. 관찰과 면접을 통한 분석 결과 역시 자아존중감과 창작의 기쁨 그리고 자신을 제어하는 능력이 높아졌다는 긍정적인 결과를 볼 수 있었다. 향후 이 연구가 일반화된다면 정보화 역기능의 해소에 많은 도움을 줄 수 있을 것으로 기대된다.",490.0,2010.0
"초등학교 컴퓨터 교과서의 분석을 통한 컴퓨터 교육의 활성화 방안에 관한 연구 컴퓨터 교육, 초등학교 컴퓨터 교재 2005년 12월에 정보통신기술교육 운영지침의 개정안이 발표되었으나 아직도 학교 현장에서는 이와 같은 개정안의 내용에 따라 제대로 교육이 실시되고 있지 않다. 그것은 개정안의 내용을 담고 있는 교과서의 내용이 충실하지 못한 것도 하나의 원인이라고 할 수 있다. 본 논문에서는 2006년 6월 이후에 출판된 초등학교 컴퓨터 교과서를 분석하였다. 분석한 결과 많은 교과서가 정보통신기술교육 운영지침 개정안의 내용을 제대로 반영하지 않은 것으로 나타났다. 특히, 「정보 처리의 이해」와「종합 활동」영역의 내용이 상대적으로 부실한 것으로 나타났다. 따라서 초등 컴퓨터 교육의 활성화를 위해서는 교과서 검정의 충실화, 컴퓨터 교육 전문가의 참여, 상세한 교육과정의 개발, 교사 연수의 실시 등이 꼭 필요하다.",491.0,2010.0
