no,year,title,eng_full
742,1995.0,GENDER DIFFERENCES IN ATTITUDES AND ATTITUDE CHANGES AMONG MATHEMATICALLY TALENTED YOUTH,"GENDER DIFFERENCES IN ATTITUDES AND ATTITUDE CHANGES AMONG MATHEMATICALLY TALENTED YOUTH   A survey form that assesses components of attitude thought to be relevant to success in a program for mathematically talented youth was administered to program participants on four occasions over a 2-year period. The reliabilities of the attitude scales and the pattern of correlations among the scales were quite similar for boys and girls who applied for the program. Among those who were selected for the program, boys showed a significantly higher level of motivation, confidence, and interest in mathematics than did girls. Over the first 2 years in the program, both boys and girls exhibited significant declines in attitudes on most scales."
743,1995.0,SCIENCE CURRICULUM REVIEW - EVALUATING MATERIALS FOR HIGH-ABILITY LEARNERS,"SCIENCE CURRICULUM REVIEW - EVALUATING MATERIALS FOR HIGH-ABILITY LEARNERS   This article describes the findings of a review of existing K-8 science curriculum materials that was carried out under the National Science Curriculum Project for High-Ability Learners. Twenty-seven sets of materials were reviewed using criteria developed and refined by project staff. The purpose of the review was to ascertain whether currently available materials met the new standards in the teaching of science and the needs of gifted learners. The review findings suggest that existing basal textbooks fail to meet new science curriculum standards for all students, but particularly for high-ability learners. Modular programs and supplementary materials were found to be superior to basal textbooks on most dimensions."
744,1995.0,"Book Review: INTERNATIONAL HANDBOOK OF RESEARCH-AND-DEVELOPMENT OF GIFTEDNESS AND TALENT - HELLER,KA, MONKS,F, PASSOW,AH","Book Review: INTERNATIONAL HANDBOOK OF RESEARCH-AND-DEVELOPMENT OF GIFTEDNESS AND TALENT - HELLER,KA, MONKS,F, PASSOW,AH    "
745,1995.0,"Book Review: TALENTED TEENAGERS - THE ROOTS OF SUCCESS AND FAILURE - CSIKSZENTMIHLAYI,M, RATHUNDE,K, WHALEN,S","Book Review: TALENTED TEENAGERS - THE ROOTS OF SUCCESS AND FAILURE - CSIKSZENTMIHLAYI,M, RATHUNDE,K, WHALEN,S    "
746,1995.0,"Book Review: TEACHING THE GIFTED-CHILD - GALLAGHER,JJ, GALLAGHER,SA","Book Review: TEACHING THE GIFTED-CHILD - GALLAGHER,JJ, GALLAGHER,SA    "
747,1995.0,"Book Review: JANE AND JOHNNY LOVE MATH - RECOGNIZING AND ENCOURAGING MATHEMATICAL TALENT IN ELEMENTARY STUDENTS - A GUIDEBOOK FOR EDUCATORS AND PARENTS - LUPKOWSKI,AE, ASSOULINE,SC","Book Review: JANE AND JOHNNY LOVE MATH - RECOGNIZING AND ENCOURAGING MATHEMATICAL TALENT IN ELEMENTARY STUDENTS - A GUIDEBOOK FOR EDUCATORS AND PARENTS - LUPKOWSKI,AE, ASSOULINE,SC    "
748,1994.0,WHERE DOES IT GO WHEN IT GOES TO THE QUARTERLY,WHERE DOES IT GO WHEN IT GOES TO THE QUARTERLY    
749,1994.0,"IDENTIFYING YOUNG, POTENTIALLY GIFTED, ECONOMICALLY DISADVANTAGED-STUDENTS","IDENTIFYING YOUNG, POTENTIALLY GIFTED, ECONOMICALLY DISADVANTAGED-STUDENTS   In this paper we present a rationale for and a description of the procedures developed by the staff of Project Synergy for identifying economically disadvantaged, potentially gifted kindergarten students in urban schools. This approach emphasizes the development of site-appropriate methods, observation, dynamic assessment, and the concept of best performance; it de-emphasizes the use of standardized tests. Validation data are presented and discussed."
750,1994.0,A COMPARISON OF THE SCHOOL INTRINSIC MOTIVATION AND PERCEIVED COMPETENCE OF GIFTED AND REGULAR STUDENTS,"A COMPARISON OF THE SCHOOL INTRINSIC MOTIVATION AND PERCEIVED COMPETENCE OF GIFTED AND REGULAR STUDENTS   The purpose of this study was to compare the school intrinsic motivation and perceived competence of gifted and regular students. To this end, 135 elementary school French-Canadian students (Grade 4 to Grade 6) completed Harter's Intrinsic/Extrinsic Orientation Scale as well as the Cognitive Perceived Competence Scale. Results indicated that gifted students perceived themselves as being more competent and intrinsically motivated toward school activities than regular students. No gender effects were obtained. These results provide support for Deci and Ryan's (1985) cognitive evaluation theory, and the use of this theory in future intrinsic motivation research within the realm of education is recommended."
751,1994.0,GIFTED ADOLESCENTS ATTITUDES TOWARD THEIR GIFTEDNESS - A PARTIAL REPLICATION,"GIFTED ADOLESCENTS ATTITUDES TOWARD THEIR GIFTEDNESS - A PARTIAL REPLICATION   Kerr, Colangelo, and Gaeth (1988) assessed gifted adolescents' perceptions of their own and others' views of and reactions to their giftedness in personal, academic, and social areas through an open-ended questionnaire. Their results showed that the gifted adolescents' ''views of their giftedness were not unidimensional'' (p. 245). The purpose of the present study was to further Kerr et al.'s (1988) investigation by tailoring the questions to individuals' experiences and expanding the scoring scheme within response type. Results show that views of the gifted label and its effects are multifaceted, varying in ways different from those previously noted. Gifted adolescents may be coming to realize that there are positive and negative aspects to almost all social roles, statuses, and labels."
752,1994.0,MORE FROM THE WATER JARS - A REANALYSIS OF PROBLEM-SOLVING PERFORMANCE AMONG GIFTED AND NONGIFTED CHILDREN,"MORE FROM THE WATER JARS - A REANALYSIS OF PROBLEM-SOLVING PERFORMANCE AMONG GIFTED AND NONGIFTED CHILDREN   An earlier study of performance on water-jar combination problems concluded that giftedness (defined by superior school performance) is associated with metacognitive strength and flexibility in breaking an induced response set. Breaking sets is useful in bringing new perspectives to problem solving. Water-jar studies traditionally drop children who did not form the set, in this case 40% of the initial sample. The present study reanalyzed the initial data but did not exclude the previously omitted subjects. Gifted subjects who failed to form the set actually made the most errors of any group, and they were more likely not to recognize that they had made these errors. Other children who never formed the set were much like those who did. Therefore, gifted children do not always outperform others on cognitive tasks. There may be motivational reasons for this inferior performance."
753,1994.0,"DEFINITIONS, IDEOLOGIES, AND HYPOTHESES IN GIFTED EDUCATION","DEFINITIONS, IDEOLOGIES, AND HYPOTHESES IN GIFTED EDUCATION   This article argues that issues in gifted education and the study of giftedness can be usefully categorized under three headings: definitions, ideologies, and hypotheses. Seven central issues regarding educational programs for the gifted are classified according to their basic orientation: (a) level of excellence and the gifted label, (b) types of giftedness, (c) individual versus societal perspectives on the gifted, (d) giftedness in different ethno-cultural backgrounds, (e) origins of giftedness, (f) procedures for identifying and screening the gifted, and (g) effectiveness of educational programs. These issues are either definition oriented (a and b), ideology oriented (c and d), or hypothesis oriented (e, f, and g). It is argued that practitioners and researchers must pay attention to the type of issue being discussed so that discussions and controversies concerning giftedness will be relevant and productive."
754,1994.0,"OUR GIFTED-CHILDREN - ARE THEY ASKING TOO MUCH - NATIONAL-ASSOCIATION-FOR-GIFTED-CHILDREN KEYNOTE ADDRESS - NOVEMBER 6, 1993","OUR GIFTED-CHILDREN - ARE THEY ASKING TOO MUCH - NATIONAL-ASSOCIATION-FOR-GIFTED-CHILDREN KEYNOTE ADDRESS - NOVEMBER 6, 1993    "
755,1994.0,"Book Review: THE ORIGINS AND DEVELOPMENT OF HIGH ABILITY - BOCK,GR, ACKRILL,K","Book Review: THE ORIGINS AND DEVELOPMENT OF HIGH ABILITY - BOCK,GR, ACKRILL,K    "
756,1994.0,"Book Review: THE JOYS AND CHALLENGES OF RAISING A GIFTED-CHILD - GOLANT,SK","Book Review: THE JOYS AND CHALLENGES OF RAISING A GIFTED-CHILD - GOLANT,SK    "
757,1994.0,"Book Review: PLAYING FOR REAL - THE WORLD OF A CHILD THERAPIST - BROMFIELD,R","Book Review: PLAYING FOR REAL - THE WORLD OF A CHILD THERAPIST - BROMFIELD,R    "
758,1994.0,"Book Review: TALENT IDENTIFICATION AND DEVELOPMENT IN EDUCATION (TIDE) - FELDHUSEN,JF","Book Review: TALENT IDENTIFICATION AND DEVELOPMENT IN EDUCATION (TIDE) - FELDHUSEN,JF    "
759,1994.0,"From the editor: TEACHERS, TALENT DEVELOPMENT, AND TALENTED STUDENTS","From the editor: TEACHERS, TALENT DEVELOPMENT, AND TALENTED STUDENTS    "
760,1994.0,PRACTICES OF PRESERVICE TEACHERS RELATED TO GIFTED AND OTHER ACADEMICALLY DIVERSE LEARNERS,"PRACTICES OF PRESERVICE TEACHERS RELATED TO GIFTED AND OTHER ACADEMICALLY DIVERSE LEARNERS   Preservice teachers face formidable tasks of planning and management as they enter the classroom for the first time as professionals. They also bring with them mental imprints of what teaching and learning are like, images gained not from their professional preparation programs, but from their years as students. Once in the role of teacher, those views may be reinforced by the circumstances of their apprenticeship. This qualitative study reports five themes in the preservice teaching experience of 10 preservice teachers which may reinforce traditional views of schooling and discourage understanding and addressing unique learning needs of academically diverse learners such as gifted, remedial, and special education learners."
761,1994.0,COMPARISON OF TRAINED AND UNTRAINED TEACHERS OF GIFTED STUDENTS,"COMPARISON OF TRAINED AND UNTRAINED TEACHERS OF GIFTED STUDENTS   Leaders in the field of gifted education have presented models for both instructional programs for gifted students and correlated teacher training, but research on or evaluation of the effects of these training models is meager. This study showed that teachers trained in gifted education demonstrated greater teaching skills and developed more positive class climates than did teachers who had no training in gifted education. Students of GT trained teachers reported greater emphasis on higher level thinking skills and on discussion, and less emphasis on lecture and grades than did students of untrained teachers."
762,1994.0,ARE TEACHERS REALLY POOR TALENT DETECTORS - COMMENTS ON PEGNATO AND BIRCH (1959) STUDY OF THE EFFECTIVENESS AND EFFICIENCY OF VARIOUS IDENTIFICATION TECHNIQUES,"ARE TEACHERS REALLY POOR TALENT DETECTORS - COMMENTS ON PEGNATO AND BIRCH (1959) STUDY OF THE EFFECTIVENESS AND EFFICIENCY OF VARIOUS IDENTIFICATION TECHNIQUES   This article reanalyses Pegnato and Birch's data in their often cited 1959 article. especially their measures of effectiveness and efficiency. The author shows that these two concepts are not independent, as usually assumed in studies examining the criterion-related validity of various identification techniques for the gifted and talented. Rather, both are related to the number of subjects singled out as a result of the cutoff value chosen to implement the method. Consequently, most comparisons made between and within methods become invalid. A simple alternative is presented: compare the correlation coefficients of the predictors with the criterion. It is concluded that this methodological flaw, as well as some other technical limitations, invalidates the most often cited observation from that study, namely, that teacher nominations should not be relied upon as an identification technique for the gifted and talented."
763,1994.0,THE IMPACT OF STAFF-DEVELOPMENT ON TEACHERS ABILITY TO MODIFY CURRICULUM FOR GIFTED AND TALENTED STUDENTS,"THE IMPACT OF STAFF-DEVELOPMENT ON TEACHERS ABILITY TO MODIFY CURRICULUM FOR GIFTED AND TALENTED STUDENTS   In this study, three levels of staff development were provided to elementary teachers to train them in a technique called curriculum compacting. Teachers in 20 school districts across the country were randomly assigned by district to one of three treatment groups that received different levels of staff development. After receiving training in curriculum compacting (a procedure that enables teachers to eliminate previously mastered curriculum and substitute more challenging alternatives), teachers were able to eliminate between 42% and 54% of the content for the high-ability students they selected. Teachers in Treatment Group 3, who received the most intensive staff development, completed the highest rated compactor forms. The majority of the teachers in the study were enthusiastic about the process of modifying curriculum for high-ability students, reinforcing Guskey's (1986) model of the process of teacher change."
764,1994.0,A GIFTED CHILDS EDUCATION REQUIRES REAL DIALOG - THE USE OF INTERACTIVE WRITING FOR COLLABORATIVE EDUCATION,"A GIFTED CHILDS EDUCATION REQUIRES REAL DIALOG - THE USE OF INTERACTIVE WRITING FOR COLLABORATIVE EDUCATION   This paper reports the findings of two studies which compared the responses to using dialogue journals by teachers of the gifted and talented and their students. The purpose of this research was to learn more about the ways that such interactive writing can enable GT students to collaborate effectively in their own education. Study 1 sought to determine the types of discourse functions teachers used in the journals they kept with their instructor in a graduate practicum and with the GT students they taught in that practicum. They interacted differently with their instructor than with their students in ways consistent with their role: they commonly used questions, a controlling behavior, when journaling with students. Study 2 examined whether teachers could vary their responses to students' journals to make them more collegial and less controlling. Together these studies supported the use of dialogue journals to promote mutuality in the educational process."
765,1994.0,BEING A TEACHER - EMOTIONS AND OPTIMAL EXPERIENCE WHILE TEACHING GIFTED-CHILDREN,"BEING A TEACHER - EMOTIONS AND OPTIMAL EXPERIENCE WHILE TEACHING GIFTED-CHILDREN   The emotions experienced by teachers while teaching is a relatively unexplored avenue of research. One teacher, Alex, was studied using phenomenological interviews and participant observation to understand the emotions he experienced while teaching in a special program for gifted and talented children. Data were analyzed using inductive procedures. Alex experienced a variety of emotions generated when the instructional dynamics of the lesson were congruent or incongruent with his professional practical knowledge. Most of his emotions were positive. A compelling emotional state, ''being a teacher,'' was found to incorporate many of his feelings and was found repeatedly in his classes. Alex seemed to be trying to recreate being a teacher as he taught. His emotional state was interpreted to be isomorphic to what Csikszentmihalyi (1990) calls ''optimal experience.'' The findings suggest that the special class setting established conditions which increased the probability that Alex would be having an optimal experience."
766,1994.0,"Book Review: TO THINK - SMITH,F","Book Review: TO THINK - SMITH,F    "
767,1994.0,"Book Review: RECOMMENDED PRACTICES IN GIFTED EDUCATION - A CRITICAL ANALYSIS - SHORE,BM, CORNELL,DG, ROBINSON,A, WARD,VS","Book Review: RECOMMENDED PRACTICES IN GIFTED EDUCATION - A CRITICAL ANALYSIS - SHORE,BM, CORNELL,DG, ROBINSON,A, WARD,VS    "
768,1994.0,"Book Review: REACHING THE GIFTED UNDERACHIEVER - PROGRAM STRATEGY AND DESIGN - SUPPLEE,PL","Book Review: REACHING THE GIFTED UNDERACHIEVER - PROGRAM STRATEGY AND DESIGN - SUPPLEE,PL    "
769,1994.0,JAVITS GRANT PROJECTS - FRONTISPIECE,JAVITS GRANT PROJECTS - FRONTISPIECE    
770,1994.0,INTRODUCTION TO DESCRIPTIONS OF JAVITS GRANT PROJECTS,INTRODUCTION TO DESCRIPTIONS OF JAVITS GRANT PROJECTS    
771,1994.0,PORTFOLIO ASSESSMENT - A KEY TO IDENTIFYING HIDDEN TALENTS AND EMPOWERING TEACHERS OF YOUNG-CHILDREN,"PORTFOLIO ASSESSMENT - A KEY TO IDENTIFYING HIDDEN TALENTS AND EMPOWERING TEACHERS OF YOUNG-CHILDREN   Early Assessment for Exceptional Potential of Young Minority and/or Economically Disadvantaged Students is a project which used portfolio assessment as a means of identifying and of developing instructional plans for children in kindergarten to third grade. The project assumed that there are universal identifiers of exceptional potential and that teachers could learn to recognize children with potential in their classrooms if they were provided with authentic examples (videotaped and written) of such behavior. Once identified, curriculum in those classrooms were adapted to meet the children's needs. The teachers expressed a sense of empowerment as a consequence of the project."
772,1994.0,"TALENT BEYOND WORDS - UNVEILING SPATIAL, EXPRESSIVE, KINESTHETIC, AND MUSICAL TALENT IN YOUNG-CHILDREN","TALENT BEYOND WORDS - UNVEILING SPATIAL, EXPRESSIVE, KINESTHETIC, AND MUSICAL TALENT IN YOUNG-CHILDREN   Talent Beyond Words was developed to identify and serve children with potential talent in the performing arts, especially dance and percussion music. Participants in the program included elementary-aged students attending two inner city schools. All pupils at targeted grade levels received instruction over several weeks in order to provide rich opportunities for dynamic assessment by teams of professional artists, arts educators, and specially trained teachers from participating sites. Students identified as a result of the audition processes took part in demanding after school curricula over the course of 3 years. The students' proficiency levels in their respective performing arts were impressive, as was the esteem they gained from teachers, classmates, parents, and from their own disciplined efforts."
773,1994.0,APOGEE - EQUITY IN THE IDENTIFICATION OF GIFTED AND TALENTED STUDENTS,"APOGEE - EQUITY IN THE IDENTIFICATION OF GIFTED AND TALENTED STUDENTS   The Academic Programs for Gifted with Excellence and Equity (APOGEE) serves over 3,000 students in 30 schools in eight school districts. The program was designed to address equity in identification of gifted and talented. The top 25% of students in various categories, such as disadvantaged, minorities, underachievers, limited English speakers, and students with disabilities, are identified and placed in these APOGEE classes. The teachers receive a 45-hour graduate course to train them in implementing a talent development program based on a student-centered curriculum in which choices. group work, projects, and self-regulation are encouraged. Preliminary results indicate significant differences on a pre-post administration of the Cornell Critical Thinking Test and on the Coopersmith Self-Esteem Inventory. The subgroups of the student population are proportionately represented in the program classes."
774,1994.0,THE 7 PLUS STORY - DEVELOPING HIDDEN TALENT AMONG STUDENTS IN SOCIOECONOMICALLY DISADVANTAGED ENVIRONMENTS,"THE 7 PLUS STORY - DEVELOPING HIDDEN TALENT AMONG STUDENTS IN SOCIOECONOMICALLY DISADVANTAGED ENVIRONMENTS   The Javits 7+ Gifted and Talented Program awarded to Community School District 18 of Brooklyn, New York, was designed to provide an opportunity for socioeconomically disadvantaged children to receive intensive school-based activities which would prepare them for programs for the gifted. The philosophical approach of this grant was derived from Gardner's concept of multiple intelligences. The program was designed to involve teachers, parents, district staff, and students in program design and implementation. This article outlines the components of the grant, its operation, and its evaluation as viewed by the author."
775,1994.0,PROMISES TO KEEP - THE STORY OF PROJECT-PROMISE,"PROMISES TO KEEP - THE STORY OF PROJECT-PROMISE   Project Promise, funded under the auspices of the Jacob K. Javits Gifted Students Education Act, was implemented in selected school districts in three states: Arkansas, Kansas, and Missouri. Each state modified the project to fit local needs. Designed to provide leadership opportunities to identified middle school students, especially those from low socioeconomic environments, Project Promise supplemented in-school curricular options with a home visitor. The home visitor's task was to serve as a liaison between students' families and the school. Their role, however, grew in importance as they assisted families in obtaining both social services and information about career and college opportunities. After providing a brief overview of the project, this report more fully explains the role of the home visitor, how school districts modified curriculum to suit student needs, and how the leadership activities affected students in the project."
776,1994.0,EXTENDING EDUCATIONAL-OPPORTUNITIES FOR MIDDLE SCHOOL GIFTED STUDENTS,"EXTENDING EDUCATIONAL-OPPORTUNITIES FOR MIDDLE SCHOOL GIFTED STUDENTS   This article presents an overview of a statewide Javits grant implemented in Kentucky. This project, Extending Educational Opportunities for Middle School Gifted Students, used innovative curriculum and team teaching to identify and serve middle school gifted students. Components of this project included interdisciplinary curriculum development, staff development, expanded provision of services, alternative methods for identifying middle school gifted students, and parent training."
777,1994.0,A RETROSPECTIVE VIEW - THE JAVITS PROGRAM,A RETROSPECTIVE VIEW - THE JAVITS PROGRAM    
778,1994.0,DEVELOPING STUDENT REVIEWERS FOR THE GIFTED-CHILD QUARTERLY,DEVELOPING STUDENT REVIEWERS FOR THE GIFTED-CHILD QUARTERLY    
779,1994.0,RESEARCH RELATED TO THE SCHOOLWIDE ENRICHMENT TRIAD MODEL,"RESEARCH RELATED TO THE SCHOOLWIDE ENRICHMENT TRIAD MODEL   The Schoolwide Enrichment Triad Model (SEM) is a product of 15 years of research and field testing and combines the previously developed Enrichment Triad and Revolving Door Identification Models. SEM has been implemented in school districts worldwide, and extensive evaluations and research studies indicate the effectiveness of the model. In this article, a brief explanation of SEM is provided as a summary of the research conducted on this approach. The review of the research is subdivided into (a) the effectiveness of the model as perceived by key groups, (b) research related to creative productivity, (c) research relating to personal and social development, (d) the use of SEM with underserved populations, (e) research on self-efficacy, (f) the use of SEM as a curricular framework, (g) research relating to learning styles and curriculum compacting, and (h) longitudinal research on the SEM, Research suggests that the model is effective at serving high-ability students in a variety of educational settings and in schools that serve diverse ethnic and socioeconomic populations."
780,1994.0,RELATIONSHIPS AMONG PRIVATE SPEECH AND CREATIVITY MEASUREMENTS OF YOUNG-CHILDREN,"RELATIONSHIPS AMONG PRIVATE SPEECH AND CREATIVITY MEASUREMENTS OF YOUNG-CHILDREN   The purpose of this study was to examine relationships among thought processes represented in young children's private speech and creativity assessments of the same children. A secondary purpose was to study the role of affective private speech and its association with creativity measures. The sample was 42 preschool and kindergarten children on whom creativity measures were obtained using the Torrance Thinking Creatively in Action and Movement (TCAM) assessment instrument. Private speech was collected from the same children. Each private speech utterance was coded into one of five levels: (a) task irrelevant speech (T-1); (b) nonfacilitative, task relevant speech (T-2); (c) task relevant speech (T-3); (d) coping/reinforcing speech (T-4); and (e) solving speech (T-5). Statistical analysis revealed significant positive relationships among creativity measures, solving speech, and coping/reinforcing speech. Furthermore, coping and reinforcing private speech were consistently linked with high creativity measures, demonstrating that the affective domain may play a critical role in creative thinking."
781,1994.0,ASSESSING ARTISTIC AND PROBLEM-SOLVING PERFORMANCE IN MINORITY AND NONMINORITY STUDENTS USING A NONTRADITIONAL MULTIDIMENSIONAL APPROACH,"ASSESSING ARTISTIC AND PROBLEM-SOLVING PERFORMANCE IN MINORITY AND NONMINORITY STUDENTS USING A NONTRADITIONAL MULTIDIMENSIONAL APPROACH   The persistent underrepresentation of ethnic minority students in gifted programs requires change. Because identification tools used for entry into gifted programs often are held responsible for minority underrepresentation, this study investigated several nontraditional assessments for their efficacy in identifying both minority and nonminority students. A sample of 433 sixth-grade students responded to a drawing task and to two problem-solving assessments. Peer and teacher nominations also were used in the identification process. Findings indicated that the assessments identified a proportionate number of minority and nonminority students with potential in art or problem solving. The study holds promise for a multidimensional approach and for specific nontraditional assessments as means of effectively identifying both minority and nonminority student talents in art and problem solving. The study also suggests directions for further research."
782,1994.0,CLASSROOM PEER RELATIONS OF CHILDREN PARTICIPATING IN A PULL-OUT ENRICHMENT PROGRAM,"CLASSROOM PEER RELATIONS OF CHILDREN PARTICIPATING IN A PULL-OUT ENRICHMENT PROGRAM   We compared the classroom peer relations of fourth, fifth, and sixth graders participating in a pull-out enrichment program (Creative Learning in a Unique Environment [CLUE]) with all other classmates. Data included peer sociometric assessments, evaluations of friendship relationships, and peer nominations as aggressors and as victims of aggression. Relative to other classmates, CLUE children (a) were evaluated by peers as having greater social acceptability and social competence, (b) demonstrated greater awareness of reciprocity in friendship relationships, and (c) were perceived less often as an aggressor or as a victim of aggression. These children did not have more friends or best friends than their peers, but they had more valued positions within the peer network. These findings suggest that a pull-out enrichment program can be associated with enhanced peer relations in the classroom, an effect not evident in the current research literature."
783,1994.0,LONG-TERM EFFECTS OF AN ENRICHMENT PROGRAM BASED ON THE PURDUE 3-STAGE MODEL,"LONG-TERM EFFECTS OF AN ENRICHMENT PROGRAM BASED ON THE PURDUE 3-STAGE MODEL   The long-term effects of an elementary enrichment program for gifted youth were examined in this retrospective study. The enrichment program investigated was a pull-out program based on the Purdue Three-Stage Model (Feldhusen & Kolloff, 1978, 1986; Feldhusen, Kolloff, Cole, & Moon, 1988; Kolloff & Feldhusen, 1981). Perceptions of students and their families when the students were seniors in high school indicated that the program was successful in achieving its stated goals. The program was also perceived to have had a long-term positive impact on the cognitive, affective, and social development of most participating students and to have been a developmentally appropriate talent development experience. The findings suggest that the Purdue Three-Stage Model is an effective framework for elementary enrichment programs. Implications of the findings for the education of gifted students are discussed."
784,1994.0,"Book Review: CREATING MINDS - AN ANATOMY OF CREATIVITY SEEN THROUGH THE LIVES OF FREUD, EINSTEIN, PICASSO, STRAVINSKY, ELIOT, GRAHAM, AND GANDHI - GARDNER,H","Book Review: CREATING MINDS - AN ANATOMY OF CREATIVITY SEEN THROUGH THE LIVES OF FREUD, EINSTEIN, PICASSO, STRAVINSKY, ELIOT, GRAHAM, AND GANDHI - GARDNER,H    "
785,1994.0,"Book Review: UNDERSTANDING THOSE WHO CREATE - PIIRTO,J","Book Review: UNDERSTANDING THOSE WHO CREATE - PIIRTO,J    "
786,1994.0,"Book Review: HANDBOOK OF CREATIVITY - GLOVER,JA, RONNING,RR, REYNOLDS,J","Book Review: HANDBOOK OF CREATIVITY - GLOVER,JA, RONNING,RR, REYNOLDS,J    "
787,1994.0,"Book Review: ZEN IN THE ART OF WRITING - ESSAYS ON CREATIVITY - BRADBURY,R","Book Review: ZEN IN THE ART OF WRITING - ESSAYS ON CREATIVITY - BRADBURY,R    "
788,1993.0,IN CELEBRATION OF REVIEWERS,IN CELEBRATION OF REVIEWERS    
789,1993.0,"SOCIAL, EMOTIONAL, AND BEHAVIORAL-ADJUSTMENT OF ACCELERATED STUDENTS, STUDENTS IN GIFTED CLASSES, AND REGULAR STUDENTS IN 8TH GRADE","SOCIAL, EMOTIONAL, AND BEHAVIORAL-ADJUSTMENT OF ACCELERATED STUDENTS, STUDENTS IN GIFTED CLASSES, AND REGULAR STUDENTS IN 8TH GRADE   This study investigated differences in the social, emotional, and behavioral adjustment of gifted and regular eighth-grade students. Three groups were identified: (a) gifted students who entered school early or skipped at least one grade K-7, (b) students enrolled in eighth-grade gifted classes, and (c) regular eighth-grade students. Data were self-reported in the National Education Longitudinal Study (NELS) from the National Center for Educational Statistics (NCES) (Ingels et al., 1989). Results indicated that accelerated students and students in gifted classes had better perceptions of their social relationships and emotional development and tended to have fewer serious school behavior problems than regular students. Contrary to commonly held beliefs, most students who entered school early or skipped elementary grades did not report unusual social isolation or experience profound emotional difficulties. They had serious behavioral problems less frequently than regular students."
790,1993.0,A COMPARISON OF GIFTED UNDERACHIEVERS AND GIFTED HIGH ACHIEVERS,"A COMPARISON OF GIFTED UNDERACHIEVERS AND GIFTED HIGH ACHIEVERS   The purpose of this study was to compare a national sample of gifted underachievers and gifted high achievers on a number of characteristics. Giftedness was measured as a composite score at or above the 95th percentile on the American College Testing Program (ACT). Underachievement was defined as reporting a high school grade-point average of less-than-or-equal-to 2.25 (on a 4.00 scale), and high achievement was defined as reporting a grade-point average of greater-than-or-equal-to 3.75 (on a 4.00 scale). Participants for this study were 30,604 high school juniors and seniors: gifted underachievers n=257: gifted high achievers n=30,347. The underachievers generally had lower scores on the ACT and less extensive out-of-class accomplishments. Over 90% of the underachievers were Caucasian males. Comparisons are provided on a number of nonacademic variables between underachievers and high achievers."
791,1993.0,EDUCATION PATTERNS OF ACADEMICALLY TALENTED YOUTH,"EDUCATION PATTERNS OF ACADEMICALLY TALENTED YOUTH   Students who participated in The Johns Hopkins University Center for Talented Youth Academic Programs are compared to eligible students who did not enroll in CTY courses. The two groups of students. over a 5-year period (1980-1984), were matched on gender and Scholastic Aptitude Test (SAT) scores. The results of a questionnaire completed when the last group had finished high school suggest an education pattern of high academic achievement by both groups, with many students pursuing a rigorous high school program including College Board Advanced Placement courses and college courses outside of school. However, students who participated in CTY academic programs reported taking more advanced courses at an earlier age and enrolling in more college courses while in high school than students who did not attend CTY courses. The education pattern and accompanying achievements. exemplified by both groups. provide a validation for the selection instrument. the SAT."
792,1993.0,SUMMER RESIDENTIAL PROGRAMS - ACADEMICS AND BEYOND,"SUMMER RESIDENTIAL PROGRAMS - ACADEMICS AND BEYOND   Every summer, bright students participate in highly challenging residential programs on university campuses. Since many students return year after year, they must be finding something of great value. Although we have confirmation of their academic achievement, little has been done to ascertain the students' own perceptions of the total program experience. This study employed the qualitative research tool of interview and the principles of phenomenology to discern how a group of students saw and interpreted the value of the summer programs. Twelve students who attended Purdue University's residential programs for at least 3 years were interviewed to discover what stood out in their minds as important events during the programs: how they interpreted the effect of the programs on their academic. social, and emotional lives: and what brought them back year after year. A telephone interview was also conducted with a parent of each student to collect their perceptions of the value of the programs for their children. The interviews revealed the importance of summer program experiences for these students. The satisfaction of challenging course work taught by caring. expert teachers and the opportunity to live on a university campus were significant to them: making friends and gaining confidence in their own abilities were equally vital."
793,1993.0,THE EFFECTS OF THE ELIMINATION OF GIFTED AND TALENTED PROGRAMS ON PARTICIPATING STUDENTS AND THEIR PARENTS,"THE EFFECTS OF THE ELIMINATION OF GIFTED AND TALENTED PROGRAMS ON PARTICIPATING STUDENTS AND THEIR PARENTS   Interviews were conducted with 19 parents of students identified and served by a gifted program eliminated in 1990 to determine the effects of the elimination of the program on participants. To triangulate the findings of the interviews, mail surveys were sent to 49 additional parents of students who were also served and identified by the program. Results indicated that parents perceived that their children were experiencing a decline in energy. curiosity, and intrinsic motivation to achieve at high levels and were beginning to disengage from the traditional curriculum. Interviewed parents also reported that the process of program elimination resulted in so much divisiveness that more than half of them had considered alternative educational avenues for their children's remaining years in school."
794,1993.0,CHILD PRODIGIES - A DISTINCTIVE FORM OF GIFTEDNESS,"CHILD PRODIGIES - A DISTINCTIVE FORM OF GIFTEDNESS   The basic premise of this article is that the child prodigy is a distinct form of giftedness which must be understood on its own terms. In contrast with the child of great general ability, the prodigy tends to have a more focused, specialized. and domain-specific form of giftedness. Studies of prodigies have contributed to changing theories about the nature of giftedness (e.g., from single to multiple) and will likely continue to do so. Along with the related phenomenon of savant syndrome. the prodigy points to a set of complex relationships between psychometric intelligence in the traditional sense and expression of talent within specific domains like music or mathematics. Based in part on findings from studies of prodigies. it is likely that there are important roles for both general and specific abilities in most forms of giftedness and that they represent two distinct evolutionary trends to maximize the likelihood of human survival."
