id,label,message
2146,0,WOT U UP 2 J?
2147,0,K.:)do it at evening da:)urgent:)
2148,0,Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.
2149,0,"It's that time of the week again, ryan"
2150,0,No no. I will check all rooms befor activities
2151,0,I HAVE A DATE ON SUNDAY WITH WILL!!
2152,1,FREE entry into our å£250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk
2153,0,"Yup, no need. I'll jus wait 4 e rain 2 stop."
2154,0,"Gosh that , what a pain. Spose I better come then."
2155,0,* Thought I didn't see you.
2156,0,Yeah I don't see why not
2157,0,Nope... C ? then...
2158,0,"I wake up long ago already... Dunno, what other thing?"
2159,0,How come guoyang go n tell her? Then u told her?
2160,0,I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon
2161,0,And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed
2162,1,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!
2163,0,Leave it. U will always be ignorant.
2164,0,Is there coming friday is leave for pongal?do you get any news from your work place.
2165,0,There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..
2166,0,Thts wat Wright Brother did to fly..
2167,0,No break time one... How... I come out n get my stuff fr ??
2168,0,Will do. Was exhausted on train this morning. Too much wine and pie. You sleep well too
2169,0,I've reached home n i bathe liao... U can call me now...
2170,0,My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.
2171,1,Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.
2172,0,Wake me up at  &lt;#&gt;  am morning:)
2173,0,Do you want bold 2 or bb torch
2174,0,Well there's a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that I'm a weed fiend/make them smoke too much/impede their doing other things so you see how I'm hesitant
2175,0,"Haha just kidding, papa needs drugs"
2176,0,I have no idea where you are
2177,0,\HEY BABE! FAR 2 SPUN-OUT 2 SPK AT DA MO... DEAD 2 DA WRLD. BEEN SLEEPING ON DA SOFA ALL DAY
2178,0,Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all
2179,0,What time you thinkin of goin?
2180,0,But i'll b going 2 sch on mon. My sis need 2 take smth.
2181,0,HI ITS KATE CAN U GIVE ME A RING ASAP XXX
2182,0,"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3. "
2183,0,I will be gentle princess! We will make sweet gentle love...
2184,1,"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr"
2185,1,"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth å£350! To Claim, Call London 02072069400. Bx 526, SW73SS"
2186,0,Tell me whos this pls:-)
2187,1,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!"
2188,0,"Once a fishrman woke early in d mrng. It was very dark. He waited a while &amp; found a sack ful of stones. He strtd throwin thm in2 d sea 2 pass time. Atlast he had jus 1stone, sun rose up &amp; he found out tht those r nt stones, those were diamonds. Moral:\Dont wake up early in d mrng'' GOOD night"""
2189,0,WHITE FUDGE OREOS ARE IN STORES
2190,0,Haha... dont be angry with yourself... Take it as a practice for the real thing. =) 
2191,0,Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.
2192,0,The length is e same but e top shorter n i got a fringe now. I thk i'm not going liao. Too lazy. Dun wan 2 distract u also.
2193,0,I am not sure about night menu. . . I know only about noon menu
2194,0,I can ask around but there's not a lot in terms of mids up here
2195,0,She went to attend another two rounds today..but still did't reach home..
2196,0,Okie
2197,0,Oh. U must have taken your REAL Valentine out shopping first.
2198,0,I have a rather prominent bite mark on my right cheek
2199,0,If he started searching he will get job in few days.he have great potential and talent.
2200,0,No message..no responce..what happend?
2201,0,"Awesome question with a cute answer: Someone asked a boy \how is ur life?\"" . . He smiled &amp; answered: . . \""She is fine!\"" Gudnite"""
2202,0,"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up"
2203,0,Going for dinner.msg you after.
2204,0,Easy ah?sen got selected means its good..
2205,0,Hope you are having a good week. Just checking in
2206,0,* Will have two more cartons off u and is very pleased with shelves
2207,0,I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me &amp; u dont tell me......... Take care:-)
2208,0,Are you going to wipro interview today?
2209,0,Nope... Think i will go for it on monday... Sorry i replied so late
2210,0,We confirm eating at esplanade?
2211,0,Correct. So how was work today
2212,0,"I've not called you in a while. This is hoping it was l8r malaria and that you know that we miss you guys. I miss Bani big, so pls give her my love especially. Have a great day."
2213,0,Today my system sh get ready.all is well and i am also in the deep well
2214,0,make that 3! 4 fucks sake?! x
2215,0,You're not sure that I'm not trying to make xavier smoke because I don't want to smoke after being told I smoke too much?
2216,0,"Height of \Oh shit....!!\"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay"
2217,0,Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.
2218,0,Huh so late... Fr dinner?
2219,0,Ok. No wahala. Just remember that a friend in need ...
2220,0,"Yeah probably, I still gotta check out with leo"
2221,0,Hi. I'm always online on yahoo and would like to chat with you someday
2222,0,Nothin comes to my mind. ÌÏ help me buy hanger lor. Ur laptop not heavy?
2223,0,"Fair enough, anything going on?"
2224,0,"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?"
2225,1,You are a winner you have been specially selected to receive å£1000 cash or a å£2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p
2226,0,Yeah I'll try to scrounge something up
2227,0,"K.. I yan jiu liao... Sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. Sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4..."
2228,0,Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor...
2229,0,Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?
2230,0,"Oh, yes, I've just been a little under the weather so i've kind of been coccooning at home"
2231,0,"Sorry man my account's dry or I would, if you want we could trade back half or I could buy some shit with my credit card"
2232,0,"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!"
2233,0,My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.
2234,0,No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-)
2235,0,Sac will score big hundred.he is set batsman:-)
2236,0,K:)k:)good:)study well.
2237,0,The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.
2238,0,"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?"
2239,1,"For ur chance to win a å£250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk"
2240,1,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min
2241,0,"Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-("
2242,0,So i asked how's anthony. Dad. And your bf
2243,0,Well. Im computerless. Time to make some oreo truffles
2244,0,X2  &lt;#&gt; . Are you going to get that
2245,0,"(And my man carlos is definitely coming by mu tonight, no excuses)"
2246,0,Got it! It looks scrumptious... daddy wants to eat you all night long!
2247,0,"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)"
2248,0,Chk in ur belovd ms dict
2249,0,Huh? 6 also cannot? Then only how many mistakes?
2250,0,Play w computer? Aiyah i tok 2 u lor?
2251,0,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!
2252,0,"Dont give a monkeys wot they think and i certainly don't mind. Any friend of mine&all that! Just don't sleep wiv , that wud be annoyin!"
2253,0,So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint
2254,0,First answer my question.
2255,0,Maybe?! Say hi to  and find out if  got his card. Great escape or wetherspoons? 
2256,0,Infact happy new year. How are you where are you when are we seeing
2257,0,So the sun is anti sleep medicine.
2258,0,This is all just creepy and crazy to me.
2259,0,Mmm so yummy babe ... Nice jolt to the suzy
2260,0,So u gonna get deus ex?
2261,0,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.
2262,0,"Yeah, probably earlier than that"
2263,0,So when you gonna get rimac access 
2264,0,Today am going to college so am not able to atten the class.
2265,0,"Me also da, i feel yesterday night  wait til 2day night dear."
2266,0,"Thanx 4 the time weåÕve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx"
2267,0,Some are lasting as much as 2 hours. You might get lucky.
2268,0,Yup i thk so until e shop closes lor.
2269,0,Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL
2270,0,Hi this is yijue... It's regarding the 3230 textbook it's intro to algorithms second edition... I'm selling it for $50...
2271,0,No..he joined today itself.
2272,0,Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again
2273,1,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs 
2274,0,So u workin overtime nigpun?
2275,0,"Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala."
2276,0,Anything lor if they all go then i go lor...
2277,0,One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting.. -
2278,0,Same as kallis dismissial in 2nd test:-).
2279,0,You in your room? I need a few
2280,0,"Sir, I am waiting for your mail."
2281,0,I could ask carlos if we could get more if anybody else can chip in
2282,0,No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans
2283,0,You available now? I'm like right around hillsborough &amp;  &lt;#&gt; th
2284,0,"Mmmmm ... It was sooooo good to wake to your words this morning, my Love!! Mmmm fuck ... I love you too, my Lion ... *devouring kiss from across the sea*"
2285,0,Ultimately tor motive tui achieve korli.
2286,0,Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..
2287,0,Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.
2288,0,Then ur physics get a-?
2289,0,"Sorry my roommates took forever, it ok if I come by now?"
2290,0,"Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola"
2291,0,Ok then i will come to ur home after half an hour
2292,0,Where are you ? You said you would be here when I woke ... :-(
2293,0,"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me"
2294,0,"Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin..."
2295,0,Want to send me a virtual hug?... I need one
2296,0,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
2297,1,URGENT! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only
2298,0,I place all ur points on e cultures module already.
2299,0,I was just callin to say hi. Take care bruv!
2300,0,"\Happy valentines day\"" I know its early but i have hundreds of handsomes and beauties to wish. So i thought to finish off aunties and uncles 1st..."""
2301,0,Watching telugu movie..wat abt u?
2302,0,"Oh really? perform, write a paper, go to a movie AND be home by midnight, huh?"
2303,0,No..few hours before.went to hair cut .
2304,0,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant."
2305,0,Do u hav any frnd by name ashwini in ur college?
2306,0,I got to video tape pple type in message lor. U so free wan 2 help me? Hee... Cos i noe u wan 2 watch infernal affairs so ask u along. Asking shuhui oso.
2307,1,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a å£150 prize. To collect is easy. Just call 09061743386
2308,0,"No dice, art class 6 thru 9 :( thanks though. Any idea what time I should come tomorrow?"
2309,1,Welcome! Please reply with your AGE and GENDER to begin. e.g 24M
2310,0,Already one guy loving you:-.
2311,0,Hmm ill have to think about it... ok you're forgiven! =D
2312,0,Is there a reason we've not spoken this year? Anyways have a great week and all the best in your exam
2313,0,Company is very good.environment is terrific and food is really nice:)
2314,0,Shhhhh nobody is supposed to know!
2315,0,Ok. There may be a free gym about.
2316,0,Dad went out oredi... 
2317,0,I know but you need to get hotel now. I just got my invitation but i had to apologise. Cali is to sweet for me to come to some english bloke's weddin
2318,0,Dont know you bring some food
2319,0,Alright. I'm out--have a good night!
2320,0,Great. Never been better. Each day gives even more reasons to thank God
2321,0,I wil be there with in  &lt;#&gt;  minutes. Got any space
2322,0,Is xy going 4 e lunch?
2323,0,"Hey, can you tell me blake's address? Carlos wanted me to meet him there but I got lost and he's not answering his phone"
2324,0,i dnt wnt to tlk wid u
2325,0,Well if I'm that desperate I'll just call armand again
2326,0,Goin to workout lor... Muz lose e fats... 
2327,0,K then 2marrow are you coming to class.
2328,0,"Aight, I'll text you when I'm back"
2329,0,Ho ho - big belly laugh! See ya tomo
2330,0,Joy's father is John. Then John is the NAME of Joy's father. Mandan
2331,0,"My painful personal thought- \I always try to keep everybody happy all the time. But nobody recognises me when i am alone\"""""
2332,0,Here got lots of hair dresser fr china.
2333,0,Dear where you will be when i reach there
2334,0,Doc prescribed me morphine cause the other pain meds aren't enough. Waiting for my mom to bring it. That med should kick in fast so I'm gonna try to be on later
2335,0,Its normally hot mail. Com you see!
2336,0,"Uh, heads up we don't have THAT much left"
2337,1,"URGENT! Your mobile No 07xxxxxxxxx won a å£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM"
2338,1,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL
2339,0,No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u
2340,0,Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx
2341,0,"I've got  &lt;#&gt; , any way I could pick up?"
2342,0,Onum ela pa. Normal than.
2343,0,"alright, I'll make sure the car is back tonight"
2344,0,Watch lor. I saw a few swatch one i thk quite ok. Ard 116 but i need 2nd opinion leh...
2345,0,Lmao!nice 1
2346,0,Also that chat was awesome but don't make it regular unless you can see her in person
2347,0,Lol enjoy role playing much?
2348,0,I'll probably be by tomorrow (or even later tonight if something's going on)
2349,0,And miss vday the parachute and double coins??? U must not know me very well...
2350,0,Headin towards busetop
2351,0,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay."
2352,0,Neva mind it's ok..
2353,0,Okie...
2354,0,How. Its a little difficult but its a simple way to enter this place
2355,0,Just seeing your missed call my dear brother. Do have a gr8 day.
2356,0,"Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me"
2357,0,So lets make it saturday or monday as per convenience.
2358,0,For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..
2359,1,"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p"
2360,0,Havent shopping now lor i juz arrive only
2361,0,"Ok da, i already planned. I wil pick you."
2362,0,Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.
2363,0,Lmao ok I wont be needing u to do my hair anymore.
2364,0,I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|
2365,1,Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow
2366,0,K I'll take care of it
2367,1,RGENT! This is the 2nd attempt to contact U!U have WON å£1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. maxå£7. 50
2368,0,"Lol ... Oh no babe, I wont be sliding into your place after midnight, but thanks for the invite"
2369,0,"I'm in a meeting, call me later at"
2370,0,Ya! when are ? taking ure practical lessons? I start in june..  
2371,0,Super msg da:)nalla timing.
2372,0,From tomorrow onwards eve 6 to 3 work.
2373,0,"Sir, good morning. Hope you had a good weekend. I called to let you know that i was able to raise  &lt;#&gt;  from my dad. He however said he would make the rest available by mid feb. This amount is still quite short and i was hoping you would help. Do have a good day. Abiola"
2374,0,"Just wondering, the others just took off"
2375,0,Do you like shaking your booty on the dance floor?
2376,0,Got meh... When?
2377,0,"Oh... Icic... K lor, den meet other day..."
2378,0,Hey what are you doing. Y no reply pa..
2379,0,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com
2380,1,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906 
2381,0,What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.
2382,0,Just sleeping..and surfing
2383,0,Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE
2384,0,Okie ? wan meet at bishan? Cos me at bishan now. I'm not driving today.
2385,0,That one week leave i put know that time. Why.
2386,0,Lol or I could just starve and lose a pound by the end of the day.
2387,0,Okay same with me. Well thanks for the clarification
2388,0,S da..al r above  &lt;#&gt;
2389,0,Let me know how to contact you. I've you settled in a room. Lets know you are ok.
2390,0,Yes see ya not on the dot
2391,0,"Oh, the grand is having a bit of a party but it doesn't mention any cover charge so it's probably first come first served"
2392,0,Dear how you. Are you ok?
2393,0,o turns out i had stereo love on mi phone under the unknown album.
2394,0,Well done and ! luv ya all 
2395,0,Moji just informed me that you saved our lives. Thanks.
2396,0,Pls what's the full name of joke's school cos fees in university of florida seem to actually be  &lt;#&gt; k. Pls holla back
2397,0,I gotta collect da car at 6 lei.
2398,0,Do you think i can move  &lt;#&gt;  in a week
2399,0,Black shirt n blue jeans... I thk i c ?...
2400,0,"Thursday night? Yeah, sure thing, we'll work it out then"
2401,0,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob
2402,0,I think asking for a gym is the excuse for lazy people. I jog.
2403,0,Yeah like if it goes like it did with my friends imma flip my shit in like half an hour
2404,0,O shore are you takin the bus
2405,0,Thanx...
2406,0,Thats cool. i liked your photos. You are very sexy!
2407,0,U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.
2408,0,Do u noe how 2 send files between 2 computers?
2409,0,I wont touch you with out your permission.
2410,0,If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number
2411,0,"Sorry to trouble u again. Can buy 4d for my dad again? 1405, 1680, 1843. All 2 big 1 small, sat n sun. Thanx."
2412,0,Are you plans with your family set in stone ?
2413,0,U meet other fren dun wan meet me ah... Muz b a guy rite...
2414,0,Thank you. I like you as well...
2415,0,Then just eat a shit and wait for ur monkey face bitch.......... U asshole..................
2416,1,You have 1 new message. Please call 08718738034.
2417,0,He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.
2418,0,How will I creep on you now? ;_;
2419,0,True. Its easier with her here.
2420,0,1's reach home call me.
2421,0,Please sen :)my kind advice :-)please come here and try:-)
2422,0,But i'm surprised she still can guess right lor...
2423,0,HMM yeah if your not too grooved out! And im looking forward to my pound special :)
2424,0,How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-.
2425,0,"Excellent, I'll see what riley's plans are"
2426,0,I told your number to gautham..
2427,0,Those were my exact intentions
2428,0,I hate when she does this. She turns what should be a fun shopping trip into an annoying day of how everything would look in her house.
2429,0,U're welcome... Caught u using broken english again...
2430,0,How are you doing. How's the queen. Are you going for the royal wedding
2431,0,Or maybe my fat fingers just press all these buttons and it doesn't know what to do.
2432,0,A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol
2433,0,Good morning pookie pie! Lol hope I didn't wake u up
2434,0,I tot u outside cos darren say u come shopping. Of course we nice wat. We jus went sim lim look at mp3 player.
2435,0,Oic... Then better quickly go bathe n settle down...
2436,1,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk
2437,1,"Hi there, 2nights ur lucky night! Uve been invited 2 XCHAT, the Uks wildest chat! Txt CHAT to 86688 now! 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs"
2438,0,Does uncle timi help in clearing cars
2439,0,"Sorry, went to bed early, nightnight"
2440,0,Call me when u're done...
2441,0,"Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack"
2442,0,K...k...when will you give treat?
2443,0,Macha dont feel upset.i can assume your mindset.believe me one evening with me and i have some wonderful plans for both of us.LET LIFE BEGIN AGAIN.call me anytime
2444,0,Oops. 4 got that bit.
2445,0,Wish i were with you now!
2446,0,K... Must book a not huh? so going for yoga basic on sunday?
2447,0,"Probably gonna be here for a while, see you later tonight &lt;)"
2448,0,If I get there before you after your ten billion calls and texts so help me god
2449,0,I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.
2450,0,Hey... What time is your driving on fri? We go for evaluation on fri?
2451,0,Not getting anywhere with this damn job hunting over here!
2452,0,He is world famamus....
2453,0,I'll text you when I drop x off
2454,0,There are no other charges after transfer charges and you can withdraw anyhow you like
2455,0,"Im in inperialmusic listening2the weirdest track ever byåÓleafcutter johnåÓ-sounds like insects being molested&someone plumbing,remixed by evil men on acid!"
2456,0,Cab is available.they pick up and drop at door steps.
2457,0,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.
2458,0,Ok then no need to tell me anything i am going to sleep good night
2459,1,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066364589"
2460,0,Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt;
2461,0,Nah dub but je still buff
2462,0,"I can't, I don't have her number!"
2463,0,I wait 4 ? inside da car park...
2464,0,"Ever green quote ever told by Jerry in cartoon \A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt"""
2465,0,Tell where you reached
2466,0,"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say..."
2467,0,Does not operate after  &lt;#&gt;  or what
2468,0,"Sir, i am waiting for your call, once free please call me."
2469,0,"I'm not coming over, do whatever you want"
2470,0,1's finish meeting call me.
2471,0,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
2472,0,Ok i go change also...
2473,0,"We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat."
2474,1,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches
2475,1,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565
2476,0,Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.
2477,0,Ok ok take care. I can understand.
2478,0,I love u 2 my little pocy bell I am sorry but I love u
2479,0,"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later."
2480,0,I think i've fixed it can you send a test message?
2481,0,Bugis oso near wat... 
2482,0,"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that \ &lt;#&gt;  lac crore\"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. Can give  &lt;#&gt;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  &lt;#&gt;  social projects. Every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m.\"""""
2483,0,Me n him so funny...
2484,0,Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work.
2485,0,"I can probably come by, everybody's done around  &lt;#&gt;  right?"
2486,0,Why i come in between you people
2487,0,Lil fever:) now fine:)
2488,1,FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free
2489,0,my ex-wife was not able to have kids. Do you want kids one day?
2490,0,"Argh my 3g is spotty, anyway the only thing I remember from the research we did was that province and sterling were the only problem-free places we looked at"
2491,0,"Yo, you at jp and hungry like a mofo?"
2492,0,Lol ok. I'll snatch her purse too.
2493,1,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play å£250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088"
2494,1,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's
2495,1,"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message"
2496,0,Hey check it da. I have listed da.
2497,0,K.:)you are the only girl waiting in reception ah?
2498,0,Now got tv 2 watch meh? U no work today?
2499,0,I'm not. She lip synced with shangela.
2500,0,Think you sent the text to the home phone. That cant display texts. If you still want to send it his number is
2501,0,A pure hearted person can have a wonderful smile that makes even his/her enemies to feel guilty for being an enemy.. So catch the world with your smile..:) GOODMORNING &amp; HAVE A SMILEY SUNDAY..:)
2502,0,i cant talk to you now.i will call when i can.dont keep calling.
2503,0,Auntie huai juan never pick up her phone
2504,0,S.i think he is waste for rr..
2505,0,Ok. I only ask abt e movie. U wan ktv oso?
2506,0,Where are you?when wil you reach here?
2507,0,645
2508,0,I am going to sao mu today. Will be done only at 12 
2509,0,ÌÏ dun wan to watch infernal affair?
2510,1,"Last Chance! Claim ur å£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Sub. 16"
2511,0,Havent still waitin as usual... ÌÏ come back sch oredi?
2512,0,"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!"
2513,0,Jay says that you're a double-faggot
2514,0,No. I.ll meet you in the library
2515,0,How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!
2516,0,"Come to me right now, Ahmad"
2517,0,But really quite funny lor wat... Then u shd haf run shorter distance wat...
2518,0,True dear..i sat to pray evening and felt so.so i sms'd you in some time...
